SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 02 17:14:38 EDT 2015
User: lab3
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7196
Integration Time (usec): 46000 (USB2E7196)
Spectra Averaged: 600 (USB2E7196)
Boxcar Smoothing: 10 (USB2E7196)
Correct for Electrical Dark: No (USB2E7196)
Strobe/Lamp Enabled: No (USB2E7196)
Correct for Detector Non-linearity: No (USB2E7196)
Correct for Stray Light: No (USB2E7196)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.09	0.00
339.48	214.84
339.86	216.26
340.24	217.95
340.63	219.06
341.01	222.17
341.39	221.94
341.78	223.14
342.16	224.62
342.54	225.08
342.93	213.42
343.31	224.21
343.69	224.74
344.07	225.21
344.46	225.64
344.84	226.04
345.22	226.29
345.60	226.54
345.99	226.74
346.37	226.88
346.75	226.99
347.13	227.06
347.52	227.13
347.90	227.20
348.28	227.24
348.66	227.30
349.05	227.29
349.43	227.34
349.81	227.38
350.19	227.42
350.57	227.50
350.96	227.58
351.34	227.67
351.72	227.77
352.10	227.87
352.48	227.95
352.87	228.00
353.25	228.07
353.63	228.13
354.01	228.20
354.39	228.26
354.77	228.33
355.15	228.44
355.54	228.48
355.92	228.51
356.30	228.58
356.68	228.72
357.06	228.80
357.44	228.84
357.82	228.91
358.20	229.03
358.58	229.08
358.97	229.13
359.35	229.21
359.73	229.30
360.11	229.34
360.49	229.39
360.87	229.43
361.25	229.48
361.63	229.57
362.01	229.61
362.39	229.64
362.77	229.69
363.15	229.70
363.53	229.74
363.91	229.77
364.29	229.77
364.67	229.68
365.05	229.70
365.43	229.73
365.81	229.76
366.19	229.78
366.57	229.83
366.95	229.82
367.33	229.79
367.71	229.77
368.09	229.81
368.47	229.79
368.85	229.77
369.23	229.78
369.61	229.74
369.99	229.75
370.37	229.74
370.75	229.79
371.13	229.76
371.51	229.71
371.89	229.69
372.27	229.67
372.65	229.64
373.03	229.59
373.41	229.55
373.78	229.48
374.16	229.37
374.54	229.28
374.92	229.26
375.30	229.23
375.68	229.15
376.06	229.09
376.44	229.04
376.82	229.01
377.19	228.97
377.57	228.91
377.95	228.82
378.33	228.77
378.71	228.63
379.09	228.57
379.47	228.55
379.84	228.48
380.22	228.43
380.60	228.36
380.98	228.32
381.36	228.26
381.73	228.20
382.11	228.17
382.49	228.12
382.87	228.04
383.25	227.98
383.62	228.09
384.00	228.03
384.38	227.99
384.76	227.96
385.13	227.95
385.51	227.92
385.89	227.88
386.27	227.84
386.64	227.81
387.02	227.77
387.40	227.72
387.78	227.70
388.15	227.68
388.53	227.65
388.91	227.62
389.29	227.59
389.66	227.58
390.04	227.55
390.42	227.56
390.79	227.57
391.17	227.56
391.55	227.39
391.92	227.37
392.30	227.37
392.68	227.33
393.05	227.31
393.43	227.30
393.81	227.31
394.18	227.29
394.56	227.28
394.94	227.32
395.31	227.32
395.69	227.36
396.06	227.38
396.44	227.40
396.82	227.41
397.19	227.51
397.57	227.53
397.95	227.59
398.32	227.57
398.70	227.59
399.07	227.67
399.45	227.70
399.82	227.76
400.20	227.80
400.58	227.85
400.95	227.85
401.33	227.94
401.70	228.08
402.08	228.19
402.45	228.28
402.83	228.40
403.20	228.51
403.58	228.60
403.95	228.76
404.33	228.91
404.71	229.05
405.08	229.24
405.46	229.40
405.83	229.57
406.21	229.78
406.58	230.01
406.96	230.21
407.33	230.47
407.70	230.74
408.08	231.12
408.45	231.46
408.83	231.82
409.20	232.14
409.58	232.43
409.95	232.82
410.33	233.28
410.70	233.68
411.08	234.16
411.45	234.67
411.82	235.17
412.20	235.75
412.57	236.45
412.95	237.00
413.32	237.72
413.69	238.47
414.07	239.27
414.44	240.12
414.82	241.00
415.19	242.03
415.56	243.07
415.94	244.14
416.31	245.37
416.68	246.57
417.06	247.99
417.43	249.31
417.81	250.83
418.18	252.35
418.55	254.05
418.93	255.81
419.30	257.65
419.67	259.59
420.04	261.59
420.42	263.68
420.79	266.10
421.16	268.54
421.54	270.98
421.91	273.58
422.28	276.26
422.66	279.15
423.03	281.91
423.40	284.80
423.77	287.90
424.15	291.07
424.52	294.38
424.89	297.95
425.26	301.52
425.64	304.81
426.01	308.52
426.38	312.30
426.75	316.21
427.13	320.24
427.50	324.47
427.87	328.86
428.24	333.28
428.61	337.50
428.99	342.09
429.36	347.16
429.73	351.96
430.10	356.79
430.47	361.72
430.85	366.79
431.22	372.25
431.59	377.87
431.96	383.35
432.33	389.45
432.70	395.27
433.08	402.13
433.45	408.62
433.82	415.02
434.19	422.17
434.56	429.22
434.93	436.02
435.30	442.75
435.68	450.37
436.05	457.82
436.42	465.28
436.79	472.08
437.16	479.39
437.53	487.23
437.90	495.08
438.27	502.73
438.64	511.01
439.01	518.54
439.38	525.39
439.75	531.97
440.13	539.41
440.50	546.47
440.87	552.06
441.24	558.20
441.61	564.91
441.98	569.76
442.35	575.52
442.72	581.38
443.09	586.95
443.46	590.42
443.83	592.95
444.20	595.00
444.57	598.13
444.94	599.86
445.31	601.60
445.68	603.07
446.05	604.11
446.42	603.56
446.79	602.78
447.16	602.07
447.53	601.41
447.90	598.82
448.27	596.30
448.64	592.66
449.01	590.02
449.37	585.04
449.74	580.53
450.11	574.76
450.48	568.46
450.85	562.20
451.22	556.83
451.59	551.58
451.96	546.86
452.33	540.03
452.70	533.95
453.07	526.62
453.43	519.29
453.80	512.19
454.17	505.38
454.54	499.17
454.91	492.15
455.28	485.62
455.65	479.44
456.02	472.94
456.38	467.68
456.75	460.95
457.12	455.51
457.49	450.02
457.86	444.87
458.23	440.38
458.59	435.39
458.96	430.29
459.33	425.81
459.70	421.23
460.07	417.79
460.43	413.74
460.80	409.96
461.17	406.70
461.54	403.14
461.91	399.85
462.27	396.45
462.64	393.73
463.01	390.56
463.38	387.41
463.74	384.58
464.11	382.07
464.48	379.83
464.85	377.37
465.21	375.54
465.58	373.48
465.95	371.10
466.32	369.21
466.68	367.36
467.05	365.51
467.42	363.69
467.78	361.71
468.15	359.89
468.52	358.59
468.88	356.79
469.25	355.19
469.62	353.91
469.98	352.51
470.35	351.29
470.72	350.16
471.08	349.00
471.45	348.03
471.82	346.97
472.18	345.83
472.55	345.11
472.92	344.17
473.28	343.44
473.65	342.66
474.02	341.93
474.38	341.31
474.75	340.92
475.11	340.43
475.48	340.22
475.85	339.95
476.21	339.81
476.58	339.72
476.94	339.85
477.31	339.92
477.67	340.04
478.04	340.23
478.41	340.53
478.77	340.95
479.14	341.20
479.50	341.70
479.87	342.37
480.23	343.03
480.60	343.68
480.96	344.36
481.33	345.36
481.69	346.34
